ite,tExecS,MediaTCumulativa,Acuracia,MediaAcCumulativa
332,8.24720096588135,8.58527352939169,0.996617327483702,0.996430965569606
333,8.2845516204834,8.58437046059617,0.996658329574808,0.996431648344396
334,8.8513867855072,8.58516991067076,0.996569491710744,0.996432061049086
335,8.37794828414917,8.58455133865129,0.996644662211106,0.99643269567942
336,8.28034257888794,8.58364595543771,0.996337146527806,0.996432411306945
337,8.68020820617676,8.58393249030637,0.996747167438873,0.996433345301402
338,8.18202209472656,8.58274340629578,0.996658329574808,0.996434010935347
339,9.00882744789124,8.58400029137423,0.996822337939235,0.996435156442733
340,8.59570670127869,8.58403472199159,0.996425984391871,0.996435129466113
341,9.07151579856873,8.58546428526602,0.996337146527806,0.996434842126118
342,8.88776874542236,8.58634821643606,0.996507988574084,0.99643505600462
343,8.72360229492188,8.58674837409929,0.996364481255211,0.996434850247333
344,8.35967493057251,8.58608827687973,0.996644662211106,0.996435460165833
345,9.03332948684692,8.58738462821297,0.996309811800402,0.996435095967672
346,8.66923379898071,8.58762118650999,0.996343980209657,0.996434832627331
347,9.08421945571899,8.58905230544143,0.996637828529255,0.99643541762993
348,8.19593834877014,8.5879226676349,0.996391815982615,0.99643529233784
349,8.88091921806335,8.58876219929802,0.996323479164104,0.996434971956254
350,8.7969925403595,8.58935714312962,0.996555824347042,0.996435317248799
351,8.94125437736511,8.59035969935251,0.996596826438148,0.996435777388939
352,8.97651815414429,8.59145674041726,0.996528489619637,0.996436040775958
353,9.0143928527832,8.59265485971575,0.996528489619637,0.9964363026707
354,8.89565229415894,8.59351078467181,0.996412317028168,0.996436234914647
355,8.84465932846069,8.59421824535853,0.996589992756297,0.996436668035328
356,8.20259737968445,8.59311818674709,0.996501154892233,0.996436849178185
357,8.87698197364807,8.59391332340508,0.996637828529255,0.996437412145554
358,8.892826795578,8.59474827723796,0.996706165347766,0.996438162852823
359,8.91781568527222,8.59564818645254,0.996576325392595,0.996438547706694
360,8.95750570297241,8.59665334622065,0.996651495892957,0.996439139229434
361,8.68426132202148,8.59689602759406,0.996665163256659,0.996439765334773
362,8.23084449768066,8.59588483552248,0.996637828529255,0.996440312470669
363,8.26420950889587,8.59497112938852,0.996610493801851,0.996440781289763
364,8.70549273490906,8.59527476017292,0.996494321210382,0.996440928377457
365,8.73178386688232,8.59564875772555,0.996501154892233,0.996441093381607
366,8.91510391235352,8.59652158601688,0.996542156983339,0.996441369511667
367,8.24493765830994,8.59556359166345,0.996542156983339,0.99644164413693
368,8.87619924545288,8.59632618854875,0.996439651755573,0.99644163872285
369,8.59045672416687,8.59631028214121,0.996665163256659,0.996442244480394
370,8.57337260246277,8.59624828841235,0.996781335848128,0.99644316094355
371,8.24834370613098,8.59531054021213,0.996350813891508,0.996442912029664
372,8.24453139305115,8.59436758551546,0.996330312845955,0.996442609343686
373,8.38681793212891,8.59381115212837,0.996576325392595,0.996442967831753
374,8.70481991767883,8.59410796700952,0.996412317028168,0.996442885877732
375,8.35596013069153,8.59347290611267,0.996289310754849,0.996442476344071
376,8.19876861572266,8.59242316065951,0.996542156983339,0.996442741452155
377,8.25935173034668,8.59153968206451,0.996658329574808,0.996443313303939
378,8.27335286140442,8.59069791798869,0.996630994847404,0.996443809815958
379,8.26333093643188,8.58983415286585,0.996699331665915,0.99644448401609
380,9.03599643707275,8.59100826414008,0.996644662211106,0.996445010800814
381,8.94821691513062,8.59194581965449,0.996316645482253,0.996444673883967
382,8.30617594718933,8.59119773098312,0.996378148618913,0.996444499734059
383,8.95319867134094,8.59214290315115,0.996432818073722,0.99644446923364
384,8.95243787765503,8.59308117131392,0.996719832711468,0.99644518632603
385,8.84116554260254,8.59372554630428,0.996460152801126,0.996445225199992
386,8.35101938247681,8.59309677385913,0.996754001120724,0.99644602513761
387,8.19336009025574,8.59206386253199,0.996248308663742,0.996445514242329
388,8.86237072944641,8.59276052971476,0.996501154892233,0.996445657646066
389,8.2467200756073,8.59187096556538,0.996398649664466,0.996445536802925
390,8.31035184860229,8.59114912167574,0.996528489619637,0.996445749502455
391,8.3365159034729,8.59049788582355,0.996302978118551,0.996445384358251
392,8.34638261795044,8.58987514279327,0.996740333757022,0.996446136780187
393,8.89152216911316,8.59064269247856,0.996583159074446,0.996446485437424
394,8.36154866218567,8.59006123554888,0.996255142345593,0.996445999795059
395,8.19715929031372,8.58906654707993,0.996754001120724,0.996446779545251
396,8.32654285430908,8.58840360846182,0.99635764757336,0.996446554464513
397,8.36334681510925,8.5878367147758,0.996371314937062,0.996446364944293
398,8.94036340713501,8.58872246023398,0.996255142345593,0.996445884485502
399,8.65191721916199,8.58888084308844,0.996507988574084,0.996446040134847
400,8.19551587104797,8.58789743065834,0.996610493801851,0.996446451269015
401,8.92521476745605,8.58873862102442,0.996624161165553,0.996446894435839
